	strain	gisaid_epi_isl	originating_lab	submitting_lab	author
4656	hCoV-19/Ghana/WACCBIP-GS1473/2021	EPI_ISL_3867312	WACCBIP, University of Ghana	WACCBIP, University of Ghana	Collins M. Morang'a, Joyce M. Ngoi, Dominic S. Y. Amuzu, Vincent Appiah, Frederick Tei-Maya, Evelyn B. Quansah, Philip M. Soglo, Violette V. Mâ€™cormack, Samirah Saiid, Bright K. Yemi, Israel Osei-Wusu, Deborah N. A. Mettle, Patrick Tetteh Ababio, Paul Owusu-Oduro, Abdul-Karim Abass, Samuel Kaba Akoriyea, Emmanuella Amoako, Oliver D. Boakye, Theophilus Odoom, Lawrence Ofori-Boadu, Samuel Armoo, Emmanuel Kudjo, Dennis Adu-Gyasi, Kwado Poku Asante, Oliver Commey, Sylvester Dassah, Victor Asoala, Richard Odame Phillips, Michael Owus, Edward Danso Fenteng, Joe K. Mutungi, Nicaise T. Ndam, William K. Ampofo, Yaw Bediako, Peter K. Quashie, Lucas N. Amenga-Etego, and Gordon A. Awandare
4657	hCoV-19/HongKong/VM21035928/2021	EPI_ISL_3547108	Home Quarantine Taskforce	Hong Kong Department of Health	Alan K.L. Tsang, Peter C.W. Yip, Ken H.L. Ng, Edman T.K. Lam, Rickjason C.W. Chan
4658	hCoV-19/Belgium/ULG-16281/2021	EPI_ISL_2483893	SYNLAB	GIGA Medical Genomics	Keith Durkin, Maria Artesi, Sébastien Bontems, Raphaël Boreux, Bouchra Boujemla, Nathalie Renotte, Cécile Meex, Pierrette Melin, Marie-Pierre Hayette, Vincent Bours
4659	hCoV-19/Nepal/S-84/2021	EPI_ISL_3184567	National Public Health Laboratory	National Public Health Laboratory/CSIR-Institute of Genomics and Integrative Biology	National Public Health Laboratory Team
4660	hCoV-19/Sweden/01_SE100_21CS101838/2021	EPI_ISL_2898777	Karolinska University Hospital Huddinge	Karolinska University Hospital	Jan Albert ,Tobias Allander ,Annelie Bjerkner ,Sandra Broddesson ,Robert Dyrdak ,Martin Ekman ,Lynda Eneh ,Lina Guerra Blomqvist ,Karolina Ininbergs ,Tanja Normark ,Isak Sylvin ,Zhibing Yun ,Martina Wahlund ,Valtteri Wirta
4661	hCoV-19/Sweden/20386226P/2021	EPI_ISL_2793511	Swedish national genomic surveillance program of SARS-CoV-2	The Public Health Agency of Sweden	Maximilian Riess, Maria Lind Karlberg, Alma Brolund, Swedish national genomic surveillance program of SARS-CoV-2
4662	hCoV-19/Sweden/20461845P/2021	EPI_ISL_2980549	Swedish national genomic surveillance program of SARS-CoV-2	The Public Health Agency of Sweden	Maximilian Riess, Maria Lind Karlberg, Alma Brolund, Swedish national genomic surveillance program of SARS-CoV-2
4663	hCoV-19/Singapore/1173/2021	EPI_ISL_2508861	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Tze Minn Mak, Zhenyang Zhou, Royce Ang, Lin Cui, Raymond Tzer Pin Lin
4664	hCoV-19/Malaysia/IMR_CV00661/2021	EPI_ISL_3355519	Tengku Ampuan Rahimah Hospital	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R
4665	hCoV-19/Malaysia/IMR_CV02440/2021	EPI_ISL_3762832	Seberang Perai Tengah District Health Office	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R
4666	hCoV-19/Malaysia/IMR_25485/2021	EPI_ISL_3050258	Shah Alam Hospital	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R
4667	hCoV-19/NewZealand/21MV0686/2021	EPI_ISL_3506220	Middlemore Hospital	Institute of Environmental Science and Research (ESR)	Rachel Boyle, SallyAnn Harbison, Olivia Stroeven, Xiaoyun Ren, Matt Storey, Nikki Freed, Muhammad Faisal, Jing Wang, Hermes Perez, Anja Werno, Antje van der Linden, Arlo Upton, Chris Mansell, David Hammer, Dragana Drinkovic, Gary McAuliffe, Hana Sofia Andersson, James Ussher, Jill Sherwood, Josh Freeman, Julia Howard, Juliet Elvy, Mary DeAlmeida, Matt Blakiston, Matthew Rogers, Max Bloomfield, Michael Addidle, Michelle Balm, Sally Roberts, Sarah Jefferies, Sharmini Muttaiyah, Susan Morpeth, Susan Taylor, Timothy Blackmore, Vani Sathyendran, Veronica Playle, Virginia Hope, Erasmus Smit, Lauren Jelly, Olin Silander, Joep de Ligt
4668	hCoV-19/Malaysia/IMR_CV01685/2021	EPI_ISL_3723545	Penang General Hospital	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R
4669	hCoV-19/Malaysia/IMR_WC379625/2021	EPI_ISL_3356283	Serdang Hospital	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Anasir MI, Thayan R
4670	hCoV-19/Malaysia/COV0002/2021	EPI_ISL_3769337	Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang	iPROMISE, UiTM	Mohd Zaki Salleh, Teh Lay Kek, Ariza Adnan, Sazzli Shahlan Kassim, Fadzilah Mohd Nor, Wang Seok Mui, Siti Hamimah Sheikh Abdul Kadir, Mohd Nur Fakhruzzaman Noorizhab, Siti Farah Alwani Mohd Nawi, Lim Wai Feng, Mohd Asif Mohd Sukri
4671	hCoV-19/Malaysia/COV0007/2021	EPI_ISL_3769342	Pejabat Kesihatan Pintu Masuk Antarabangsa Pulau Pinang	iPROMISE, UiTM	Mohd Zaki Salleh, Teh Lay Kek, Ariza Adnan, Sazzli Shahlan Kassim, Fadzilah Mohd Nor, Wang Seok Mui, Siti Hamimah Sheikh Abdul Kadir, Mohd Nur Fakhruzzaman Noorizhab, Siti Farah Alwani Mohd Nawi, Lim Wai Feng, Mohd Asif Mohd Sukri
4672	hCoV-19/Malaysia/IMR_WC353414/2021	EPI_ISL_2819024	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Institute for Medical Research, Infectious Disease Research Centre, National Institutes of Health, Ministry of Health Malaysia	Suppiah J, Kamel K, Mohd Zawawi Z, Azizan MA, Ramly N, Robert F, Thayan R
4673	hCoV-19/Singapore/4476/2021	EPI_ISL_3924234	National Public Health Laboratory, National Centre for Infectious Diseases	National Public Health Laboratory, National Centre for Infectious Diseases	Katherine Ching, Grace Ngan Jie Yin, Zhenyang Zhou, Royce Ang, Lin Cui, Raymond Tzer Pin Lin
4674	hCoV-19/Malaysia/COV0022/2021	EPI_ISL_3769356	JKN PAHANG	iPROMISE, UiTM	Mohd Zaki Salleh, Teh Lay Kek, Ariza Adnan, Sazzli Shahlan Kassim, Fadzilah Mohd Nor, Wang Seok Mui, Siti Hamimah Sheikh Abdul Kadir, Mohd Nur Fakhruzzaman Noorizhab, Siti Farah Alwani Mohd Nawi, Lim Wai Feng, Mohd Asif Mohd Sukri
4675	hCoV-19/Zimbabwe/CERI-KRISP-K021545/2021	EPI_ISL_3730478	National Microbiology Reference Laboratory, Ministry of Health, Harare, Zimbabwe	CERI, Centre for Epidemic Response and Innvoation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.	Air Comodor Dr J. Chimedza, Dr Raiva Simbi, Agnes Juru, Tapfumanei Mashe, Kenneth Maeka, Hlanai Gumbo, Tatenda Takawira, Charles Nyagupe, Giandhari J, Pillay S, Naidoo Y, Emmanuel SJ, Tegally H, Wilkinson E, de Oliveira T
4676	hCoV-19/Zimbabwe/CERI-KRISP-K021551/2021	EPI_ISL_3730479	National Microbiology Reference Laboratory, Ministry of Health, Harare, Zimbabwe	CERI, Centre for Epidemic Response and Innvoation, Stellenbosch University and KRISP, KZN Research Innovation and Sequencing Platform, UKZN.	Air Comodor Dr J. Chimedza, Dr Raiva Simbi, Agnes Juru, Tapfumanei Mashe, Kenneth Maeka, Hlanai Gumbo, Tatenda Takawira, Charles Nyagupe, Giandhari J, Pillay S, Naidoo Y, Emmanuel SJ, Tegally H, Wilkinson E, de Oliveira T
4677	hCoV-19/Vietnam/VN5725/2021	EPI_ISL_2455496	National Hospital for Tropical Diseases	Oxford University Clinical Research Unit, Hanoi, Vietnam	Pham Ngoc Thach, Nguyen Thi Tam, Van Dinh Trang, Le Van Duyet, Nguyen Thu Trang, Nguyen Thi Hong Thuong, Nguyen Thi Kim Chi, Phan Manh Cuong, Thomas Kesteman, H.Rogier van Doorn on behalf of the OUCRU COVID-19 research group
4678	hCoV-19/Vietnam/VN72/2021	EPI_ISL_2455233	National Hospital for Tropical Diseases	Oxford University Clinical Research Unit, Hanoi, Vietnam	Pham Ngoc Thach, Nguyen Thi Tam, Van Dinh Trang, Le Van Duyet, Nguyen Thu Trang, Nguyen Thi Hong Thuong, Nguyen Thi Kim Chi, Phan Manh Cuong, Thomas Kesteman, H.Rogier van Doorn on behalf of the OUCRU COVID-19 research group
4679	hCoV-19/Vietnam/VN685/2021	EPI_ISL_2455487	National Hospital for Tropical Diseases	Oxford University Clinical Research Unit, Hanoi, Vietnam	Pham Ngoc Thach, Nguyen Thi Tam, Van Dinh Trang, Le Van Duyet, Nguyen Thu Trang, Nguyen Thi Hong Thuong, Nguyen Thi Kim Chi, Phan Manh Cuong, Thomas Kesteman, H.Rogier van Doorn on behalf of the OUCRU COVID-19 research group
4680	hCoV-19/Vietnam/VN5748/2021	EPI_ISL_2455497	National Hospital for Tropical Diseases	Oxford University Clinical Research Unit, Hanoi, Vietnam	Pham Ngoc Thach, Nguyen Thi Tam, Van Dinh Trang, Le Van Duyet, Nguyen Thu Trang, Nguyen Thi Hong Thuong, Nguyen Thi Kim Chi, Phan Manh Cuong, Thomas Kesteman, H.Rogier van Doorn on behalf of the OUCRU COVID-19 research group
4681	hCoV-19/Vietnam/HCMC-05109069-05/2021	EPI_ISL_2372266	OUCRU	OUCRU	Nguyen Van Vinh Chau, Nguyen To Anh, Nguyen Thi thu Hong, Nghiem My Ngoc, Huynh Trung Trieu, Le Nguyen Truc Nhu, Nguyen Thi Han Ny, Lam Minh Yen, Ngo Ngoc Quang Minh, Nguyen Thanh Phong, Nguyen Thanh Truong, Le Thi Thu Huong, Tran Nguyen Hoang Tu, Le Manh Hung, Tran Tan Thanh, Nguyen Thanh Dung, Nguyen Tri Dung, Guy Thwaites, Le Van Tan
4682	hCoV-19/Vietnam/VN6059/2021	EPI_ISL_2456330	National Hospital for Tropical Diseases	Oxford University Clinical Research Unit, Hanoi, Vietnam	Pham Ngoc Thach, Nguyen Thi Tam, Van Dinh Trang, Le Van Duyet, Nguyen Thu Trang, Nguyen Thi Hong Thuong, Nguyen Thi Kim Chi, Phan Manh Cuong, Thomas Kesteman, H.Rogier van Doorn on behalf of the OUCRU COVID-19 research group
4683	hCoV-19/Vietnam/VN6099/2021	EPI_ISL_2458061	National Hospital for Tropical Diseases	Oxford University Clinical Research Unit, Hanoi, Vietnam	Pham Ngoc Thach, Nguyen Thi Tam, Van Dinh Trang, Le Van Duyet, Nguyen Thu Trang, Nguyen Thi Hong Thuong, Nguyen Thi Kim Chi, Phan Manh Cuong, Thomas Kesteman, H.Rogier van Doorn on behalf of the OUCRU COVID-19 research group
4684	hCoV-19/Barbados/76426/2021	EPI_ISL_2967991	The Caribbean Public Health Agency	Carrington Lab, Department of Preclinical Sciences, Faculty of Medical Sciences, The University of the West Indies, St Augustine Campus	Nikita S. D. Sahadeo, Arianne Brown-Jordan, Sarah Hill, Vernie Ramkissoon, Anushka Ramjag, Kenneth George, Avery Hinds, Risha Singh, SueMin Nathaniel, Nuno Faria, Oliver Pybus, Gabriel Escobar, Christine V. F. Carrington
4685	hCoV-19/Italy/CAM-TIGEM-IZSM-COLLI-17618/2021	EPI_ISL_3092239	Cotugno	TIGEM	Antonio Grimaldi Patrizia Annunziata Francesco Panariello Biancamaria Pierri Claudia Tiberio Teresa Giuliano Valentina Bouche Chiara Colantuono Maria Concetta Cuomo Denise Di Concilio Lucio Di Filippo Anna Manfredi Marcello Salvi Antonio Limone Luigi Atripaldi Pellegrino Cerino Andrea Ballabio Davide Cacchiarelli
4686	hCoV-19/SouthAfrica/NICD-R11603/2021	EPI_ISL_3451622	National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN
4687	hCoV-19/SintMaarten/-RIVM-52943/2021	EPI_ISL_3733957	Dutch COVID-19 response team	National Institute for Public Health and the Environment (RIVM)	Adam Meijer, Harry Vennema, Dirk Eggink, Jeroen Cremer, Sharon van den Brink, Bas van der Veer, AnneMarie van den Brandt, Lisa Wijsman, Kim Freriks, Ryanne Jaarsma, Euníce Then, Lynn Aarts, Sanne Bos, Stijn van Rossum, Florian Zwagemaker, Dennis Schmitz, Annelies Kroneman, Karim Hajji, Chantal Reusken, on behalf of the national COVID-19 response team
4688	hCoV-19/CostaRica/INC-0926/2021	EPI_ISL_3464543	AREA DE SALUD PAVAS (COOPESALUD)	Inciensa, Instituto Costarricense de Investigación y Enseñanza en Nutrición y Salud	Francisco Duarte, Hebleen Porras, Claudio Soto-Garita, Estela Cordero, Adriana Godínez, Melany Calderón, José Luis Vargas, Mariela Gutiérrez & Joselyn Prado
4689	hCoV-19/Australia/WA748/2021	EPI_ISL_3038899	PathWest Laboratory Medicine WA	PathWest Laboratory Medicine WA Microbial Surveillance Unit	PathWest Laboratory Medicine WA Microbial Surveillance Unit
4690	hCoV-19/Italy/LOM-HSacco229/2021	EPI_ISL_1970733	Laboratorio analisi - Policlinico San Pietro	Laboratory of Clinical Microbiology, Virology and Bioemergencies, ASST Fatebenefratelli Sacco - Sacco Hospital	Valeria Micheli, Alessandro Mancon, Alberto Rizzo, Fiorenza Bracchitta, Luca Rizzuto, Maria Rita Gismondo
4691	hCoV-19/India/MN-1471200018922/2021	EPI_ISL_3614348	INSACOG-MANIPUR	National Institute of Biomedical Genomics – INSACOG	Arindam Maitra, R.K.Manojkumar Singh, Nidhan Kumar Biswas, Kh. Ranjana Devi, Sreedhar Chinnaswamy, L. Shivadutta Singh, Saumitra Das
4692	hCoV-19/Belgium/MBLG192259/2021	EPI_ISL_2348862	Cliniques universitaires Saint-Luc	UCLouvain/IREC/MBLG	Jean Ruelle, Ophélie Simon, Nicolas Pinte, Benoit Kabamba Mukadi
4693	hCoV-19/Germany/BY-RKI-I-190650/2021	EPI_ISL_3121699	Sonic - Labor Staber Nürnberg	Robert Koch Institute	unknown
4694	hCoV-19/Switzerland/BS-UHB-42826549/2021	EPI_ISL_1993918	Clinical Virology	Clinical Bacteriology	Tim Roloff, Madlen Stange, Helena MB Seth-Smith, Alfredo Mari, Karoline Leuzinger, Julia Bielicki, Manuel Battegay, Hans Hirsch, Adrian Egli
4695	hCoV-19/India/UP-IGIB-MATN0033131669/2021	EPI_ISL_2881021	INSACOG Surveillance	INSACOG at CSIR Institute of Genomics and Integrative Biology	INSACOG
4696	hCoV-19/Germany/BW-FR1391/2021	EPI_ISL_2535417	Institute of Virology, Medical Center, University of Freiburg, Freiburg, Germany	Institute of Virology, Clinial Virus Genomics, Medical Center, University of Freiburg, Freiburg, Germany	Jonas Fuchs, Lisa Kern, Lena Jaki, Sandra Reuter, Hajo Grundmann, Marcus Panning
4697	hCoV-19/Rwanda/NRLNAT4162/2021	EPI_ISL_3012197	Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera, Keith Durkin, Maria Artesi, Bouchra Boujemla, Robert Rutayisire, Reuben Sindayiheba, Patrick Tuyisenge, Esperence Umumararungu, Sébastien Bontems, Marie-Pierre Hayette, Nathalie Renotte, Swaibu Gatare, Jacob Souopgui, Sabin Nsanzimana, Vincent Bours, Léon Mutesa
4698	hCoV-19/Rwanda/NRLNAT4158/2021	EPI_ISL_3012194	Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera, Keith Durkin, Maria Artesi, Bouchra Boujemla, Robert Rutayisire, Reuben Sindayiheba, Patrick Tuyisenge, Esperence Umumararungu, Sébastien Bontems, Marie-Pierre Hayette, Nathalie Renotte, Swaibu Gatare, Jacob Souopgui, Sabin Nsanzimana, Vincent Bours, Léon Mutesa
4699	hCoV-19/Rwanda/NRLNAT4155/2021	EPI_ISL_3012191	Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera, Keith Durkin, Maria Artesi, Bouchra Boujemla, Robert Rutayisire, Reuben Sindayiheba, Patrick Tuyisenge, Esperence Umumararungu, Sébastien Bontems, Marie-Pierre Hayette, Nathalie Renotte, Swaibu Gatare, Jacob Souopgui, Sabin Nsanzimana, Vincent Bours, Léon Mutesa
4700	hCoV-19/Spain/CT-LabRefCat-759155/2021	EPI_ISL_2036266	Laboratori de Referencia de Catalunya	Laboratori de Referencia de Catalunya	Ramirez A., Bellosillo B., Padilla E., Vilas A., Hernandez JJ., Canal M.
4701	hCoV-19/Spain/IB-HUSE-00598/2021	EPI_ISL_2361925	HOSPITAL UNIVERSITARIO SON ESPASES	HOSPITAL UNIVERSITARIO SON ESPASES	Carla López-Causapé, Pablo Fraile-Ribot, Antonio Oliver, SeqCovid
4702	hCoV-19/Spain/IB-HUSE-00452/2021	EPI_ISL_2134911	HOSPITAL UNIVERSITARIO SON ESPASES	HOSPITAL UNIVERSITARIO SON ESPASES	Carla López-Causapé, Pablo Fraile-Ribot, Antonio Oliver, SeqCovid
4703	hCoV-19/Pakistan/UHS2-Pak-206/2021	EPI_ISL_3484347	University of Health Sciences	Quadram Institute Bioscience	Shah Jahan, Muhammad Bilal Sarwar, Muhammad Roman, Muhammad Asif Naveed, Sidra-tul-muntaha, Almina Shafiq, Khushbakth kirn, Nadeem Afzal, Javed Akram, Hazir Rahman, Waseem Iqbal, Aamir Ashiq, Asghar javeed, Tahir Yaqoob, Muhammad Nawaz, Muhhmad Ilyas, Muhammad Asad Ali, Nadia Mukhtar, Muhammd Shahbaz Hussain, Naila Tariq, Zahid Latif, Abdul Sattar, Qadeer Ahmad, Dave J. Baker, Gemma L. Kay, Alp Aydin, Thanh Le-Viet, Steven Rudder, Ana P. Tedim, Anastasia Kolyva, Maria Diaz, Leonardo de Oliveira Martins, Nabil-Fareed Alikhan, Lizzie Meadows, Rachael Stanley, Ngozi Elumogo, Muhammed Yasir, Nicholas M. Thomson, Alexander J Trotter, Rachel Gilroy, Samuel Bloomfield, Claire Stuart, Andrew Bell, Reenesh Prakash, Samir Dervisevic, Alison E. Mather, John Wain, Mark Webber, Andrew J. Page, Justin Grady
4704	hCoV-19/Rwanda/NRLNAT4186/2021	EPI_ISL_3012219	Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera, Keith Durkin, Maria Artesi, Bouchra Boujemla, Robert Rutayisire, Reuben Sindayiheba, Patrick Tuyisenge, Esperence Umumararungu, Sébastien Bontems, Marie-Pierre Hayette, Nathalie Renotte, Swaibu Gatare, Jacob Souopgui, Sabin Nsanzimana, Vincent Bours, Léon Mutesa
4705	hCoV-19/Rwanda/NRLNAT4185/2021	EPI_ISL_3012218	Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera, Keith Durkin, Maria Artesi, Bouchra Boujemla, Robert Rutayisire, Reuben Sindayiheba, Patrick Tuyisenge, Esperence Umumararungu, Sébastien Bontems, Marie-Pierre Hayette, Nathalie Renotte, Swaibu Gatare, Jacob Souopgui, Sabin Nsanzimana, Vincent Bours, Léon Mutesa
4706	hCoV-19/Rwanda/NRLNAT4165/2021	EPI_ISL_3012200	Nucleic Acid Testing, National Reference Laboratory	GIGA Medical Genomics	Yvan Butera, Keith Durkin, Maria Artesi, Bouchra Boujemla, Robert Rutayisire, Reuben Sindayiheba, Patrick Tuyisenge, Esperence Umumararungu, Sébastien Bontems, Marie-Pierre Hayette, Nathalie Renotte, Swaibu Gatare, Jacob Souopgui, Sabin Nsanzimana, Vincent Bours, Léon Mutesa
4707	hCoV-19/Netherlands/ZH-EMC-2968/2021	EPI_ISL_2860627	Dutch COVID-19 response team	Erasmus Medical Center	Bas Oude Munnink, Reina Sikkema, David Nieuwenhuijse, Irina Chestakova, Anne van der Linden, Marjan Boter, Emmanuelle Munger, Corine GeurtsvanKessel, Annemiek van der Eijk, Richard Molenkamp, Marion Koopmans, on behalf of the Dutch national COVID-19 respo
4708	hCoV-19/Turkey/HSGM-C165/2021	EPI_ISL_3565594	Ministry of Health Turkey	Ministry of Health Turkey	Fatma Bayrakdar, Yasemin Coşgun, Süleyman Yalcin, Gülay Korukluoğlu
4709	hCoV-19/England/MILK-1580589/2021	EPI_ISL_2198682	Lighthouse Lab in Milton Keynes	Wellcome Sanger Institute for the COVID-19 Genomics UK (COG-UK) Consortium	The Lighthouse Lab in Milton Keynes and Alex Alderton, Roberto Amato, Jeffrey Barrett, Sonia Goncalves, Ewan Harrison, David K. Jackson, Ian Johnston, Dominic Kwiatkowski, Cordelia Langford, John Sillitoe on behalf of the Wellcome Sanger Institute COVID-19 Surveillance Team
4710	hCoV-19/SouthAfrica/NICD-N9999/2021	EPI_ISL_3451533	MANKWENG LABORATORY	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN
4711	hCoV-19/SouthAfrica/NICD-N13152/2021	EPI_ISL_3643812	MAFIKENG LABORATORY	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN
4712	hCoV-19/SouthAfrica/NICD-R11819/2021	EPI_ISL_3643964	National Institute for Communicable Diseases of the National Health Laboratory Service	National Institute for Communicable Diseases of the National Health Laboratory Service	Amoako DG, Everatt J, Scheepers C, Mohale T, Ntuli N, Mahlangu B, Mnguni A, Ismail A, Bhiman JN
4713	hCoV-19/Shenzhen/IVDC-0610-02/2021	EPI_ISL_2931277	Shenzhen Center for Disease Control and Prevention	National Institute for Viral Disease Control and Prevention, China CDC	Long Chen,Can Zhu,Jiancheng Chen,Renli Zhang, Kai Nie, Peihua Niu,Bo Peng,Shimin Li,Yijun Tang,Zidan Lin and Yaqin He
